CO_flux,O2_flux,CH4_flux,CH4_O2_flux_ratio
39062388404.086494,300000000000.0,135000000000.0,0.45
38239531502.767395,300000000000.0,135000000000.0,0.45
37434008244.05724,300000000000.0,135000000000.0,0.45
36645453491.362144,300000000000.0,135000000000.0,0.45
35873509799.76286,300000000000.0,135000000000.0,0.45
35117827253.987175,300000000000.0,135000000000.0,0.45
34378063309.79752,300000000000.0,135000000000.0,0.45
33653882638.717705,300000000000.0,135000000000.0,0.45
32944956976.031902,300000000000.0,135000000000.0,0.45
32250964971.985558,300000000000.0,135000000000.0,0.45
31571592046.11942,300000000000.0,135000000000.0,0.45
30906530244.674046,300000000000.0,135000000000.0,0.45
30255478100.996067,300000000000.0,135000000000.0,0.45
29618140498.887,300000000000.0,135000000000.0,0.45
28994228538.82881,300000000000.0,135000000000.0,0.45
28383459407.02869,300000000000.0,135000000000.0,0.45
27785556247.222397,300000000000.0,135000000000.0,0.45
27200248035.176933,300000000000.0,135000000000.0,0.45
26627269455.838573,300000000000.0,135000000000.0,0.45
26066360783.066994,300000000000.0,135000000000.0,0.45
25517267761.90456,300000000000.0,135000000000.0,0.45
24979741493.324066,300000000000.0,135000000000.0,0.45
24453538321.40531,300000000000.0,135000000000.0,0.45
23938419722.88832,300000000000.0,135000000000.0,0.45
23434152199.052147,300000000000.0,135000000000.0,0.45
22940507169.87275,300000000000.0,135000000000.0,0.45
22457260870.409008,300000000000.0,135000000000.0,0.45
21984194249.372345,300000000000.0,135000000000.0,0.45
21521092869.832962,300000000000.0,135000000000.0,0.45
21067746812.016846,300000000000.0,135000000000.0,0.45
20623950578.151688,300000000000.0,135000000000.0,0.45
20189502999.31596,300000000000.0,135000000000.0,0.45
19764207144.25107,300000000000.0,135000000000.0,0.45
19347870230.094383,300000000000.0,135000000000.0,0.45
18940303534.991913,300000000000.0,135000000000.0,0.45
18541322312.552986,300000000000.0,135000000000.0,0.45
18150745708.10578,300000000000.0,135000000000.0,0.45
17768396676.717743,300000000000.0,135000000000.0,0.45
17394101902.9429,300000000000.0,135000000000.0,0.45
17027691722.258978,300000000000.0,135000000000.0,0.45
16669000044.160536,300000000000.0,135000000000.0,0.45
16317864276.871126,300000000000.0,135000000000.0,0.45
15974125253.642078,300000000000.0,135000000000.0,0.45
15637627160.603815,300000000000.0,135000000000.0,0.45
15308217466.136332,300000000000.0,135000000000.0,0.45
14985746851.728481,300000000000.0,135000000000.0,0.45
14670069144.2927,300000000000.0,135000000000.0,0.45
14361041249.906528,300000000000.0,135000000000.0,0.45
14058523088.948977,300000000000.0,135000000000.0,0.45
13762377532.603846,300000000000.0,135000000000.0,0.45
13472470340.700617,300000000000.0,135000000000.0,0.45
13188670100.864162,300000000000.0,135000000000.0,0.45
12910848168.947126,300000000000.0,135000000000.0,0.45
12638878610.716227,300000000000.0,135000000000.0,0.45
12372638144.767805,300000000000.0,135000000000.0,0.45
12112006086.645086,300000000000.0,135000000000.0,0.45
11856864294.133133,300000000000.0,135000000000.0,0.45
11607097113.706173,300000000000.0,135000000000.0,0.45
11362591328.102526,300000000000.0,135000000000.0,0.45
11123236105.004606,300000000000.0,135000000000.0,0.45
10888922946.799274,300000000000.0,135000000000.0,0.45
10659545641.396976,300000000000.0,135000000000.0,0.45
10435000214.086857,300000000000.0,135000000000.0,0.45
10215184880.405647,300000000000.0,135000000000.0,0.45
10000000000.0,300000000000.0,135000000000.0,0.45
