240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400
238.19,243.2,248.22,253.26,258.32,263.4,268.49,273.6,278.71,283.82,288.92,294,299.08,304.14,309.18,314.22,319.24,324.26,329.27,334.27,339.26,344.26,349.24,354.23,359.21,364.19,369.17,374.14,379.11,384.08,389.05,394.01,398.98
236.39,241.39,246.43,251.5,256.62,261.77,266.96,272.18,277.4,282.62,287.82,293,298.15,303.27,308.36,313.43,318.48,323.52,328.53,333.54,338.53,343.52,348.49,353.46,358.43,363.38,368.34,373.28,378.23,383.17,388.1,393.03,397.96
234.59,239.59,244.64,249.74,254.9,260.13,265.42,270.74,276.08,281.41,286.72,291.99,297.22,302.4,307.55,312.65,317.73,322.78,327.8,332.81,337.8,342.78,347.75,352.7,357.64,362.58,367.51,372.43,377.35,382.26,387.16,392.06,396.95
232.8,237.79,242.84,247.97,253.18,258.47,263.85,269.28,274.74,280.19,285.61,290.98,296.29,301.54,306.73,311.88,316.98,322.04,327.08,332.09,337.08,342.05,347,351.94,356.87,361.79,366.69,371.59,376.47,381.35,386.22,391.09,395.94
231.01,235.99,241.05,246.19,251.44,256.8,262.26,267.8,273.38,278.95,284.49,289.96,295.35,300.67,305.92,311.1,316.23,321.31,326.36,331.37,336.35,341.32,346.26,351.19,356.09,360.99,365.88,370.75,375.61,380.45,385.29,390.12,394.94
229.24,234.2,239.25,244.41,249.69,255.11,260.66,266.3,272.01,277.7,283.35,288.93,294.41,299.8,305.1,310.32,315.48,320.58,325.64,330.65,335.64,340.59,345.52,350.43,355.33,360.2,365.06,369.91,374.74,379.56,384.37,389.17,393.95
227.47,232.41,237.46,242.62,247.93,253.41,259.03,264.79,270.61,276.43,282.21,287.89,293.47,298.93,304.28,309.55,314.73,319.85,324.92,329.94,334.92,339.87,344.79,349.69,354.56,359.42,364.26,369.08,373.88,378.67,383.45,388.21,392.97
225.71,230.63,235.67,240.84,246.17,251.69,257.39,263.25,269.2,275.15,281.05,286.85,292.52,298.06,303.47,308.77,313.99,319.13,324.2,329.23,334.21,339.15,344.06,348.94,353.8,358.64,363.45,368.25,373.03,377.79,382.53,387.27,391.99
223.95,228.86,233.88,239.05,244.4,249.96,255.73,261.69,267.76,273.85,279.89,285.8,291.57,297.18,302.65,308,313.25,318.4,323.49,328.52,333.5,338.43,343.33,348.2,353.04,357.86,362.65,367.42,372.18,376.91,381.63,386.33,391.01
222.21,227.1,232.1,237.26,242.63,248.22,254.06,260.11,266.31,272.53,278.7,284.74,290.61,296.3,301.84,307.23,312.51,317.68,322.78,327.81,332.79,337.72,342.61,347.46,352.29,357.09,361.86,366.61,371.33,376.04,380.72,385.39,390.04
220.48,225.34,230.33,235.48,240.85,246.48,252.37,258.52,264.84,271.2,277.51,283.67,289.65,295.43,301.02,306.46,311.77,316.97,322.07,327.11,332.09,337.01,341.89,346.73,351.54,356.32,361.07,365.79,370.49,375.17,379.82,384.46,389.08
218.76,223.59,228.56,233.7,239.07,244.72,250.67,256.9,263.34,269.84,276.3,282.6,288.68,294.54,300.21,305.69,311.03,316.25,321.37,326.41,331.39,336.3,341.17,346,350.79,355.55,360.28,364.98,369.65,374.3,378.93,383.54,388.12
217.05,221.85,226.8,231.92,237.3,242.96,248.96,255.27,261.83,268.47,275.08,281.51,287.71,293.66,299.39,304.92,310.29,315.54,320.67,325.71,330.69,335.6,340.46,345.27,350.05,354.79,359.5,364.17,368.82,373.44,378.04,382.62,387.17
215.35,220.13,225.04,230.15,235.52,241.2,247.23,253.62,260.29,267.08,273.84,280.41,286.73,292.77,298.57,304.16,309.56,314.82,319.97,325.02,329.99,334.9,339.75,344.55,349.31,354.03,358.72,363.37,367.99,372.59,377.16,381.71,386.23
215,218.41,223.3,228.39,233.74,239.43,245.5,251.96,258.74,265.67,272.58,279.3,285.74,291.89,297.75,303.39,308.83,314.11,319.27,324.33,329.3,334.2,339.04,343.83,348.57,353.28,357.94,362.57,367.17,371.74,376.28,380.8,385.29
215,216.71,221.57,226.63,231.97,237.66,243.76,250.28,257.17,264.24,271.31,278.18,284.75,290.99,296.94,302.62,308.1,313.41,318.58,323.64,328.61,333.51,338.34,343.11,347.84,352.53,357.17,361.78,366.35,370.89,375.41,379.89,384.36
215,215.01,219.84,224.88,230.21,235.89,242.01,248.58,255.57,262.78,270.02,277.05,283.75,290.1,296.12,301.86,307.37,312.7,317.89,322.96,327.93,332.82,337.64,342.4,347.11,351.78,356.41,360.99,365.54,370.05,374.54,379,383.43
215,215,218.13,223.14,228.45,234.12,240.25,246.88,253.96,261.31,268.71,275.91,282.75,289.2,295.3,301.09,306.64,312,317.2,322.27,327.24,332.13,336.94,341.69,346.38,351.04,355.64,360.2,364.73,369.22,373.68,378.1,382.5
215,215,216.43,221.41,226.69,232.36,238.5,245.16,252.33,259.82,267.39,274.75,281.73,288.3,294.47,300.33,305.92,311.3,316.51,321.59,326.56,331.44,336.25,340.99,345.66,350.3,354.88,359.42,363.92,368.39,372.82,377.22,381.59
215,215,215,219.69,224.95,230.6,236.74,243.44,250.69,258.3,266.04,273.57,280.71,287.39,293.65,299.56,305.19,310.6,315.83,320.92,325.89,330.76,335.56,340.28,344.94,349.57,354.13,358.64,363.12,367.56,371.96,376.33,380.68
215,215,215,217.98,223.21,228.84,234.98,241.71,249.03,256.77,264.68,272.39,279.68,286.48,292.83,298.8,304.47,309.9,315.15,320.24,325.21,330.08,334.87,339.58,344.23,348.83,353.38,357.87,362.32,366.74,371.11,375.46,379.77
215,215,215,216.28,221.48,227.09,233.22,239.97,247.35,255.21,263.29,271.18,278.63,285.56,292,298.04,303.75,309.21,314.47,319.57,324.54,329.41,334.19,338.89,343.52,348.11,352.63,357.1,361.53,365.92,370.27,374.58,378.87
215,215,215,215,219.76,225.35,231.46,238.22,245.66,253.64,261.89,269.97,277.58,284.64,291.17,297.27,303.03,308.52,313.79,318.9,323.87,328.74,333.5,338.19,342.81,347.38,351.88,356.34,360.74,365.11,369.43,373.72,377.97
215,215,215,215,218.05,223.61,229.71,236.48,243.96,252.05,260.46,268.73,276.52,283.71,290.34,296.51,302.31,307.83,313.12,318.23,323.21,328.07,332.83,337.5,342.1,346.66,351.14,355.57,359.96,364.3,368.59,372.85,377.08
215,215,215,215,216.35,221.88,227.96,234.73,242.26,250.44,259.01,267.48,275.45,282.78,289.51,295.75,301.59,307.14,312.44,317.57,322.54,327.4,332.15,336.82,341.4,345.94,350.41,354.82,359.18,363.49,367.76,372,376.19
