232.87,237.86,242.91,248.04,253.25,258.54,263.91,269.34,274.79,280.24,285.65,291.02,296.33,301.57,306.77,311.91,317.01,322.08,327.11,332.12,337.11,342.08,347.04,351.98,356.91
232.66,237.65,242.71,247.83,253.04,258.35,263.73,269.17,274.64,280.09,285.52,290.9,296.22,301.47,306.67,311.82,316.92,321.99,327.03,332.04,337.03,342,346.95,351.89,356.82
232.46,237.44,242.5,247.63,252.84,258.15,263.54,269,274.48,279.95,285.39,290.78,296.11,301.37,306.58,311.73,316.83,321.9,326.94,331.95,336.94,341.91,346.87,351.8,356.73
232.25,237.24,242.29,247.42,252.64,257.96,263.36,268.83,274.32,279.81,285.26,290.66,296,301.27,306.48,311.64,316.75,321.82,326.86,331.87,336.86,341.83,346.78,351.72,356.64
232.04,237.03,242.08,247.21,252.44,257.76,263.18,268.65,274.16,279.66,285.13,290.54,295.89,301.17,306.39,311.55,316.66,321.73,326.77,331.79,336.77,341.74,346.69,351.63,356.55
231.83,236.82,241.87,247,252.24,257.57,262.99,268.48,274.01,279.52,285,290.42,295.78,301.07,306.29,311.46,316.57,321.65,326.69,331.7,336.69,341.66,346.61,351.54,356.46
231.62,236.61,241.66,246.8,252.03,257.37,262.81,268.31,273.85,279.38,284.87,290.31,295.67,300.97,306.2,311.37,316.49,321.56,326.61,331.62,336.61,341.57,346.52,351.45,356.37
231.42,236.4,241.45,246.59,251.83,257.18,262.62,268.14,273.69,279.23,284.74,290.19,295.56,300.87,306.1,311.27,316.4,321.48,326.52,331.53,336.52,341.49,346.44,351.37,356.28
231.21,236.19,241.24,246.38,251.63,256.98,262.44,267.96,273.53,279.09,284.61,290.07,295.45,300.76,306.01,311.18,316.31,321.39,326.44,331.45,336.44,341.4,346.35,351.28,356.19
231,235.98,241.03,246.18,251.43,256.79,262.25,267.79,273.37,278.94,284.48,289.95,295.34,300.66,305.91,311.09,316.22,321.31,326.35,331.37,336.35,341.32,346.26,351.19,356.1
230.79,235.77,240.82,245.97,251.22,256.59,262.06,267.62,273.21,278.8,284.35,289.83,295.23,300.56,305.82,311,316.14,321.22,326.27,331.28,336.27,341.23,346.18,351.1,356.01
230.59,235.56,240.61,245.76,251.02,256.39,261.88,267.44,273.05,278.65,284.21,289.71,295.13,300.46,305.72,310.91,316.05,321.14,326.19,331.2,336.19,341.15,346.09,351.02,355.92
230.38,235.35,240.41,245.55,250.82,256.2,261.69,267.27,272.89,278.51,284.08,289.59,295.02,300.36,305.63,310.82,315.96,321.05,326.1,331.12,336.1,341.07,346.01,350.93,355.83
230.17,235.14,240.2,245.35,250.61,256,261.5,267.1,272.73,278.36,283.95,289.47,294.91,300.26,305.53,310.73,315.87,320.97,326.02,331.03,336.02,340.98,345.92,350.84,355.75
229.96,234.94,239.99,245.14,250.41,255.8,261.32,266.92,272.57,278.22,283.82,289.35,294.8,300.16,305.44,310.64,315.79,320.88,325.93,330.95,335.94,340.9,345.84,350.75,355.66
229.76,234.73,239.78,244.93,250.21,255.61,261.13,266.75,272.41,278.07,283.69,289.23,294.69,300.06,305.34,310.55,315.7,320.8,325.85,330.87,335.85,340.81,345.75,350.67,355.57
229.55,234.52,239.57,244.72,250,255.41,260.94,266.57,272.25,277.92,283.56,289.11,294.58,299.95,305.25,310.46,315.61,320.71,325.77,330.78,335.77,340.73,345.66,350.58,355.48
229.34,234.31,239.36,244.52,249.8,255.21,260.75,266.4,272.09,277.78,283.42,288.99,294.47,299.85,305.15,310.37,315.53,320.63,325.68,330.7,335.69,340.64,345.58,350.49,355.39
229.14,234.1,239.15,244.31,249.59,255.01,260.57,266.22,271.93,277.63,283.29,288.87,294.36,299.75,305.06,310.28,315.44,320.54,325.6,330.62,335.6,340.56,345.49,350.41,355.3
228.93,233.89,238.94,244.1,249.39,254.82,260.38,266.04,271.77,277.48,283.16,288.75,294.25,299.65,304.96,310.19,315.35,320.46,325.52,330.53,335.52,340.48,345.41,350.32,355.21
228.73,233.69,238.73,243.89,249.18,254.62,260.19,265.87,271.6,277.34,283.02,288.63,294.14,299.55,304.87,310.1,315.27,320.37,325.43,330.45,335.44,340.39,345.32,350.23,355.12
228.52,233.48,238.53,243.69,248.98,254.42,260,265.69,271.44,277.19,282.89,288.51,294.03,299.45,304.77,310.01,315.18,320.29,325.35,330.37,335.35,340.31,345.24,350.15,355.03
228.31,233.27,238.32,243.48,248.78,254.22,259.81,265.51,271.28,277.04,282.76,288.39,293.92,299.35,304.68,309.92,315.09,320.2,325.26,330.28,335.27,340.22,345.15,350.06,354.94
228.11,233.06,238.11,243.27,248.57,254.02,259.62,265.34,271.12,276.89,282.63,288.27,293.81,299.24,304.58,309.83,315.01,320.12,325.18,330.2,335.19,340.14,345.07,349.97,354.85
227.9,232.85,237.9,243.06,248.37,253.83,259.43,265.16,270.95,276.75,282.49,288.15,293.7,299.14,304.49,309.74,314.92,320.03,325.1,330.12,335.1,340.06,344.98,349.88,354.77
227.7,232.65,237.69,242.85,248.16,253.63,259.24,264.98,270.79,276.6,282.36,288.03,293.59,299.04,304.39,309.65,314.83,319.95,325.01,330.04,335.02,339.97,344.9,349.8,354.68
227.49,232.44,237.48,242.65,247.96,253.43,259.05,264.81,270.63,276.45,282.22,287.91,293.48,298.94,304.3,309.56,314.74,319.87,324.93,329.95,334.94,339.89,344.81,349.71,354.59
227.28,232.23,237.27,242.44,247.75,253.23,258.86,264.63,270.46,276.3,282.09,287.79,293.37,298.84,304.2,309.47,314.66,319.78,324.85,329.87,334.85,339.8,344.73,349.62,354.5
227.08,232.02,237.06,242.23,247.55,253.03,258.67,264.45,270.3,276.15,281.96,287.67,293.26,298.74,304.11,309.38,314.57,319.7,324.76,329.79,334.77,339.72,344.64,349.54,354.41
226.87,231.82,236.86,242.02,247.34,252.83,258.48,264.27,270.14,276,281.82,287.54,293.15,298.64,304.01,309.29,314.48,319.61,324.68,329.7,334.69,339.64,344.56,349.45,354.32
226.67,231.61,236.65,241.81,247.14,252.63,258.29,264.09,269.97,275.85,281.69,287.42,293.04,298.53,303.92,309.2,314.4,319.53,324.6,329.62,334.6,339.55,344.47,349.36,354.23
226.46,231.4,236.44,241.61,246.93,252.43,258.1,263.91,269.81,275.7,281.55,287.3,292.93,298.43,303.82,309.11,314.31,319.44,324.51,329.54,334.52,339.47,344.39,349.28,354.15
226.26,231.19,236.23,241.4,246.73,252.23,257.91,263.73,269.64,275.55,281.42,287.18,292.82,298.33,303.73,309.02,314.22,319.36,324.43,329.46,334.44,339.39,344.3,349.19,354.06
226.05,230.99,236.02,241.19,246.52,252.03,257.72,263.55,269.48,275.4,281.28,287.06,292.71,298.23,303.63,308.93,314.14,319.27,324.35,329.37,334.36,339.3,344.22,349.11,353.97
225.85,230.78,235.81,240.98,246.31,251.83,257.53,263.37,269.31,275.25,281.15,286.94,292.6,298.13,303.54,308.84,314.05,319.19,324.27,329.29,334.27,339.22,344.13,349.02,353.88
225.64,230.57,235.6,240.77,246.11,251.63,257.33,263.19,269.15,275.1,281.01,286.81,292.49,298.03,303.44,308.75,313.97,319.11,324.18,329.21,334.19,339.13,344.05,348.93,353.79
225.44,230.37,235.4,240.57,245.9,251.43,257.14,263.01,268.98,274.95,280.88,286.69,292.38,297.92,303.35,308.66,313.88,319.02,324.1,329.13,334.11,339.05,343.96,348.85,353.71
225.24,230.16,235.19,240.36,245.7,251.23,256.95,262.83,268.81,274.8,280.74,286.57,292.27,297.82,303.25,308.57,313.79,318.94,324.02,329.04,334.02,338.97,343.88,348.76,353.62
225.03,229.95,234.98,240.15,245.49,251.03,256.76,262.65,268.65,274.65,280.61,286.45,292.15,297.72,303.16,308.48,313.71,318.85,323.93,328.96,333.94,338.88,343.79,348.67,353.53
224.83,229.75,234.77,239.94,245.28,250.82,256.56,262.47,268.48,274.5,280.47,286.33,292.04,297.62,303.06,308.39,313.62,318.77,323.85,328.88,333.86,338.8,343.71,348.59,353.44
224.62,229.54,234.56,239.73,245.08,250.62,256.37,262.29,268.31,274.35,280.33,286.2,291.93,297.52,302.97,308.3,313.53,318.68,323.77,328.8,333.78,338.72,343.63,348.5,353.35
224.42,229.33,234.36,239.53,244.87,250.42,256.18,262.11,268.15,274.2,280.2,286.08,291.82,297.41,302.87,308.21,313.45,318.6,323.69,328.71,333.69,338.63,343.54,348.42,353.27
224.22,229.13,234.15,239.32,244.67,250.22,255.98,261.92,267.98,274.05,280.06,285.96,291.71,297.31,302.78,308.12,313.36,318.52,323.6,328.63,333.61,338.55,343.46,348.33,353.18
224.01,228.92,233.94,239.11,244.46,250.02,255.79,261.74,267.81,273.89,279.92,285.84,291.6,297.21,302.68,308.03,313.27,318.43,323.52,328.55,333.53,338.47,343.37,348.25,353.09
223.81,228.71,233.73,238.9,244.25,249.82,255.6,261.56,267.64,273.74,279.79,285.71,291.49,297.11,302.59,307.94,313.19,318.35,323.44,328.47,333.45,338.39,343.29,348.16,353
223.61,228.51,233.53,238.69,244.05,249.61,255.4,261.38,267.47,273.59,279.65,285.59,291.38,297.01,302.49,307.85,313.1,318.26,323.35,328.38,333.36,338.3,343.2,348.07,352.91
223.4,228.3,233.32,238.49,243.84,249.41,255.21,261.19,267.31,273.44,279.51,285.47,291.27,296.91,302.4,307.76,313.02,318.18,323.27,328.3,333.28,338.22,343.12,347.99,352.83
223.2,228.1,233.11,238.28,243.63,249.21,255.01,261.01,267.14,273.28,279.38,285.34,291.15,296.8,302.3,307.67,312.93,318.1,323.19,328.22,333.2,338.14,343.04,347.9,352.74
223,227.89,232.9,238.07,243.43,249.01,254.82,260.83,266.97,273.13,279.24,285.22,291.04,296.7,302.21,307.58,312.84,318.01,323.11,328.14,333.12,338.05,342.95,347.82,352.65
222.79,227.69,232.7,237.86,243.22,248.81,254.62,260.64,266.8,272.98,279.1,285.1,290.93,296.6,302.11,307.49,312.76,317.93,323.02,328.06,333.04,337.97,342.87,347.73,352.56
222.59,227.48,232.49,237.65,243.01,248.6,254.43,260.46,266.63,272.82,278.96,284.97,290.82,296.5,302.02,307.4,312.67,317.85,322.94,327.97,332.95,337.89,342.78,347.65,352.48
222.39,227.28,232.28,237.45,242.81,248.4,254.23,260.27,266.46,272.67,278.83,284.85,290.71,296.39,301.92,307.31,312.58,317.76,322.86,327.89,332.87,337.81,342.7,347.56,352.39
222.19,227.07,232.07,237.24,242.6,248.2,254.04,260.09,266.29,272.51,278.69,284.73,290.6,296.29,301.83,307.22,312.5,317.68,322.78,327.81,332.79,337.72,342.62,347.47,352.3
221.99,226.87,231.87,237.03,242.39,247.99,253.84,259.9,266.12,272.36,278.55,284.6,290.49,296.19,301.73,307.13,312.41,317.59,322.69,327.73,332.71,337.64,342.53,347.39,352.21
221.78,226.66,231.66,236.82,242.19,247.79,253.64,259.72,265.95,272.2,278.41,284.48,290.37,296.09,301.64,307.04,312.33,317.51,322.61,327.65,332.63,337.56,342.45,347.3,352.13
221.58,226.46,231.45,236.61,241.98,247.59,253.45,259.53,265.77,272.05,278.27,284.35,290.26,295.99,301.54,306.95,312.24,317.43,322.53,327.57,332.54,337.47,342.36,347.22,352.04
221.38,226.25,231.25,236.41,241.77,247.38,253.25,259.35,265.6,271.89,278.13,284.23,290.15,295.88,301.45,306.86,312.15,317.34,322.45,327.48,332.46,337.39,342.28,347.13,351.95
221.18,226.05,231.04,236.2,241.57,247.18,253.05,259.16,265.43,271.74,277.99,284.11,290.04,295.78,301.35,306.77,312.07,317.26,322.37,327.4,332.38,337.31,342.2,347.05,351.87
220.98,225.84,230.83,235.99,241.36,246.98,252.86,258.98,265.26,271.58,277.85,283.98,289.93,295.68,301.26,306.68,311.98,317.18,322.28,327.32,332.3,337.23,342.11,346.96,351.78
220.78,225.64,230.63,235.78,241.15,246.77,252.66,258.79,265.09,271.43,277.71,283.86,289.81,295.58,301.16,306.59,311.9,317.09,322.2,327.24,332.22,337.14,342.03,346.88,351.69
220.58,225.43,230.42,235.58,240.95,246.57,252.46,258.6,264.91,271.27,277.57,283.73,289.7,295.47,301.07,306.5,311.81,317.01,322.12,327.16,332.14,337.06,341.95,346.79,351.61
220.37,225.23,230.21,235.37,240.74,246.37,252.27,258.42,264.74,271.11,277.43,283.61,289.59,295.37,300.97,306.41,311.72,316.93,322.04,327.08,332.05,336.98,341.86,346.71,351.52
220.17,225.03,230.01,235.16,240.53,246.16,252.07,258.23,264.57,270.96,277.29,283.48,289.48,295.27,300.88,306.33,311.64,316.84,321.95,326.99,331.97,336.9,341.78,346.62,351.43
219.97,224.82,229.8,234.95,240.33,245.96,251.87,258.04,264.4,270.8,277.15,283.36,289.36,295.17,300.78,306.24,311.55,316.76,321.87,326.91,331.89,336.82,341.7,346.54,351.34
219.77,224.62,229.6,234.75,240.12,245.75,251.67,257.85,264.22,270.64,277.01,283.23,289.25,295.06,300.69,306.15,311.47,316.68,321.79,326.83,331.81,336.73,341.61,346.45,351.26
219.57,224.42,229.39,234.54,239.91,245.55,251.47,257.67,264.05,270.48,276.87,283.11,289.14,294.96,300.59,306.06,311.38,316.59,321.71,326.75,331.73,336.65,341.53,346.37,351.17
219.37,224.21,229.18,234.33,239.7,245.34,251.28,257.48,263.87,270.33,276.73,282.98,289.03,294.86,300.5,305.97,311.3,316.51,321.63,326.67,331.65,336.57,341.45,346.28,351.08
219.17,224.01,228.98,234.12,239.5,245.14,251.08,257.29,263.7,270.17,276.59,282.86,288.91,294.76,300.4,305.88,311.21,316.43,321.55,326.59,331.56,336.49,341.36,346.2,351
218.97,223.81,228.77,233.92,239.29,244.94,250.88,257.1,263.52,270.01,276.45,282.73,288.8,294.65,300.31,305.79,311.12,316.34,321.46,326.51,331.48,336.41,341.28,346.11,350.91
218.77,223.6,228.57,233.71,239.08,244.73,250.68,256.91,263.35,269.85,276.31,282.6,288.69,294.55,300.21,305.7,311.04,316.26,321.38,326.42,331.4,336.32,341.2,346.03,350.83
218.57,223.4,228.36,233.5,238.88,244.53,250.48,256.72,263.17,269.69,276.17,282.48,288.57,294.45,300.12,305.61,310.95,316.18,321.3,326.34,331.32,336.24,341.11,345.95,350.74
218.37,223.2,228.16,233.3,238.67,244.32,250.28,256.53,263,269.53,276.02,282.35,288.46,294.35,300.02,305.52,310.87,316.09,321.22,326.26,331.24,336.16,341.03,345.86,350.65
218.17,222.99,227.95,233.09,238.46,244.12,250.08,256.34,262.82,269.37,275.88,282.23,288.35,294.24,299.93,305.43,310.78,316.01,321.14,326.18,331.16,336.08,340.95,345.78,350.57
217.97,222.79,227.75,232.88,238.25,243.91,249.88,256.15,262.65,269.22,275.74,282.1,288.24,294.14,299.83,305.34,310.7,315.93,321.05,326.1,331.08,336,340.87,345.69,350.48
217.78,222.59,227.54,232.68,238.05,243.71,249.68,255.96,262.47,269.06,275.6,281.97,288.12,294.04,299.74,305.25,310.61,315.84,320.97,326.02,331,335.91,340.78,345.61,350.39
217.58,222.39,227.34,232.47,237.84,243.5,249.48,255.77,262.29,268.9,275.45,281.85,288.01,293.93,299.64,305.16,310.52,315.76,320.89,325.94,330.91,335.83,340.7,345.52,350.31
217.38,222.19,227.13,232.26,237.63,243.3,249.28,255.58,262.12,268.73,275.31,281.72,287.9,293.83,299.55,305.07,310.44,315.68,320.81,325.86,330.83,335.75,340.62,345.44,350.22
217.18,221.98,226.93,232.06,237.43,243.09,249.08,255.39,261.94,268.57,275.17,281.59,287.78,293.73,299.45,304.98,310.35,315.59,320.73,325.78,330.75,335.67,340.53,345.35,350.14
216.98,221.78,226.72,231.85,237.22,242.89,248.88,255.2,261.76,268.41,275.03,281.46,287.67,293.63,299.36,304.89,310.27,315.51,320.65,325.7,330.67,335.59,340.45,345.27,350.05
216.78,221.58,226.52,231.64,237.01,242.68,248.68,255.01,261.58,268.25,274.88,281.34,287.55,293.52,299.26,304.8,310.18,315.43,320.57,325.61,330.59,335.51,340.37,345.19,349.96
216.58,221.38,226.31,231.44,236.81,242.48,248.48,254.82,261.41,268.09,274.74,281.21,287.44,293.42,299.17,304.71,310.1,315.35,320.48,325.53,330.51,335.42,340.29,345.1,349.88
216.39,221.18,226.11,231.23,236.6,242.27,248.28,254.63,261.23,267.93,274.59,281.08,287.33,293.32,299.07,304.63,310.01,315.26,320.4,325.45,330.43,335.34,340.2,345.02,349.79
216.19,220.98,225.9,231.02,236.39,242.06,248.08,254.43,261.05,267.77,274.45,280.95,287.21,293.21,298.98,304.54,309.93,315.18,320.32,325.37,330.35,335.26,340.12,344.93,349.71
215.99,220.78,225.7,230.82,236.18,241.86,247.88,254.24,260.87,267.6,274.31,280.83,287.1,293.11,298.88,304.45,309.84,315.1,320.24,325.29,330.27,335.18,340.04,344.85,349.62
215.79,220.57,225.5,230.61,235.98,241.65,247.68,254.05,260.69,267.44,274.16,280.7,286.98,293.01,298.79,304.36,309.76,315.01,320.16,325.21,330.19,335.1,339.96,344.77,349.53
215.6,220.37,225.29,230.41,235.77,241.45,247.48,253.86,260.51,267.28,274.02,280.57,286.87,292.9,298.69,304.27,309.67,314.93,320.08,325.13,330.11,335.02,339.87,344.68,349.45
215.4,220.17,225.09,230.2,235.56,241.24,247.28,253.66,260.33,267.12,273.87,280.44,286.76,292.8,298.6,304.18,309.59,314.85,320,325.05,330.03,334.94,339.79,344.6,349.36
215.2,219.97,224.89,229.99,235.36,241.04,247.07,253.47,260.15,266.95,273.73,280.31,286.64,292.7,298.5,304.09,309.5,314.77,319.92,324.97,329.94,334.86,339.71,344.52,349.28
215.01,219.77,224.68,229.79,235.15,240.83,246.87,253.28,259.97,266.79,273.58,280.18,286.53,292.59,298.41,304,309.41,314.68,319.83,324.89,329.86,334.77,339.63,344.43,349.19
214.81,219.57,224.48,229.58,234.94,240.63,246.67,253.08,259.79,266.63,273.43,280.06,286.41,292.49,298.31,303.91,309.33,314.6,319.75,324.81,329.78,334.69,339.55,344.35,349.11
214.61,219.37,224.28,229.38,234.74,240.42,246.47,252.89,259.61,266.46,273.29,279.93,286.3,292.39,298.22,303.82,309.24,314.52,319.67,324.73,329.7,334.61,339.46,344.26,349.02
214.42,219.17,224.07,229.17,234.53,240.21,246.27,252.7,259.43,266.3,273.14,279.8,286.18,292.28,298.12,303.73,309.16,314.44,319.59,324.65,329.62,334.53,339.38,344.18,348.94
214.22,218.97,223.87,228.97,234.32,240.01,246.07,252.5,259.25,266.13,273,279.67,286.07,292.18,298.02,303.64,309.07,314.35,319.51,324.57,329.54,334.45,339.3,344.1,348.85
214.02,218.77,223.67,228.76,234.12,239.8,245.86,252.31,259.07,265.97,272.85,279.54,285.95,292.08,297.93,303.55,308.99,314.27,319.43,324.49,329.46,334.37,339.22,344.01,348.76
213.83,218.57,223.46,228.56,233.91,239.6,245.66,252.11,258.89,265.8,272.7,279.41,285.84,291.97,297.83,303.46,308.9,314.19,319.35,324.41,329.38,334.29,339.13,343.93,348.68
213.63,218.37,223.26,228.35,233.71,239.39,245.46,251.92,258.7,265.64,272.56,279.28,285.72,291.87,297.74,303.38,308.82,314.11,319.27,324.33,329.3,334.21,339.05,343.85,348.59
213.44,218.17,223.06,228.15,233.5,239.18,245.26,251.72,258.52,265.47,272.41,279.15,285.61,291.76,297.64,303.29,308.73,314.02,319.19,324.25,329.22,334.13,338.97,343.76,348.51
213.24,217.98,222.86,227.94,233.29,238.98,245.05,251.53,258.34,265.31,272.26,279.02,285.49,291.66,297.55,303.2,308.65,313.94,319.11,324.17,329.14,334.05,338.89,343.68,348.42
213.05,217.78,222.66,227.74,233.09,238.77,244.85,251.33,258.16,265.14,272.11,278.89,285.38,291.56,297.45,303.11,308.56,313.86,319.02,324.09,329.06,333.96,338.81,343.6,348.34
212.85,217.58,222.45,227.53,232.88,238.57,244.65,251.14,257.97,264.97,271.96,278.76,285.26,291.45,297.36,303.02,308.48,313.78,318.94,324.01,328.98,333.88,338.73,343.51,348.25
212.66,217.38,222.25,227.33,232.67,238.36,244.44,250.94,257.79,264.81,271.82,278.63,285.15,291.35,297.26,302.93,308.39,313.69,318.86,323.93,328.9,333.8,338.64,343.43,348.17
212.46,217.18,222.05,227.12,232.47,238.15,244.24,250.75,257.61,264.64,271.67,278.5,285.03,291.25,297.17,302.84,308.31,313.61,318.78,323.85,328.82,333.72,338.56,343.35,348.08
212.27,216.98,221.85,226.92,232.26,237.95,244.04,250.55,257.42,264.47,271.52,278.37,284.92,291.14,297.07,302.75,308.22,313.53,318.7,323.77,328.74,333.64,338.48,343.26,348
212.07,216.78,221.65,226.71,232.06,237.74,243.84,250.35,257.24,264.3,271.37,278.24,284.8,291.04,296.98,302.66,308.14,313.45,318.62,323.69,328.66,333.56,338.4,343.18,347.91
211.88,216.59,221.45,226.51,231.85,237.54,243.63,250.16,257.05,264.14,271.22,278.11,284.68,290.93,296.88,302.57,308.05,313.37,318.54,323.61,328.58,333.48,338.32,343.1,347.83
211.68,216.39,221.24,226.31,231.64,237.33,243.43,249.96,256.87,263.97,271.07,277.97,284.57,290.83,296.79,302.48,307.97,313.28,318.46,323.53,328.5,333.4,338.24,343.02,347.74
211.49,216.19,221.04,226.1,231.44,237.12,243.23,249.76,256.68,263.8,270.92,277.84,284.45,290.72,296.69,302.39,307.88,313.2,318.38,323.45,328.42,333.32,338.15,342.93,347.66
