1e+05,1e+05,1e+05,1e+05,1e+05,1e+05,1e+05,1e+05,1e+05,1.0025e+05,1.0039e+05,1.0061e+05,1.0093e+05,1.0142e+05,1.0212e+05,1.0311e+05,1.0446e+05,1.0626e+05,1.0862e+05,1.1164e+05,1.1547e+05,1.2027e+05,1.2627e+05,1.3371e+05,1.4292e+05,1.5319e+05,1.6624e+05,1.8181e+05,2.0019e+05,2.2173e+05,2.4675e+05,2.756e+05,3.0861e+05
97269,97269,97269,97269,97269,97269,97269,97269,97269,97512,97649,97859,98177,98647,99327,1.0028e+05,1.0159e+05,1.0335e+05,1.0563e+05,1.0857e+05,1.1228e+05,1.1695e+05,1.2276e+05,1.2999e+05,1.3892e+05,1.4888e+05,1.6154e+05,1.7663e+05,1.9446e+05,2.1533e+05,2.3958e+05,2.6753e+05,2.995e+05
94613,94613,94613,94613,94613,94613,94613,94613,94613,94848,94981,95185,95494,95951,96610,97539,98812,1.0051e+05,1.0273e+05,1.0558e+05,1.0919e+05,1.1371e+05,1.1936e+05,1.2636e+05,1.3503e+05,1.4469e+05,1.5697e+05,1.716e+05,1.8888e+05,2.0912e+05,2.3262e+05,2.5969e+05,2.9067e+05
92030,92030,92030,92030,92030,92030,92030,92030,92030,92258,92387,92585,92885,93328,93968,94870,96105,97756,99910,1.0267e+05,1.0617e+05,1.1057e+05,1.1604e+05,1.2284e+05,1.3125e+05,1.4062e+05,1.5253e+05,1.6672e+05,1.8347e+05,2.0308e+05,2.2586e+05,2.5209e+05,2.8209e+05
89517,89517,89517,89517,89517,89517,89517,89517,89517,89738,89864,90056,90347,90777,91399,92274,93473,95075,97166,99849,1.0324e+05,1.0751e+05,1.1282e+05,1.1942e+05,1.2757e+05,1.3666e+05,1.4821e+05,1.6197e+05,1.7821e+05,1.9722e+05,2.1929e+05,2.4471e+05,2.7377e+05
87072,87072,87072,87072,87072,87072,87072,87072,87072,87287,87409,87596,87878,88295,88899,89749,90913,92467,94497,97101,1.004e+05,1.0453e+05,1.0969e+05,1.1609e+05,1.24e+05,1.3282e+05,1.4402e+05,1.5736e+05,1.7311e+05,1.9153e+05,2.1292e+05,2.3754e+05,2.657e+05
84695,84695,84695,84695,84695,84695,84695,84695,84695,84903,85021,85203,85477,85882,86468,87292,88422,89931,91902,94428,97627,1.0164e+05,1.0664e+05,1.1285e+05,1.2053e+05,1.2908e+05,1.3994e+05,1.5288e+05,1.6814e+05,1.8601e+05,2.0673e+05,2.3059e+05,2.5786e+05
82382,82382,82382,82382,82382,82382,82382,82382,82382,82585,82699,82875,83141,83535,84103,84904,86000,87465,89377,91830,94934,98828,1.0368e+05,1.0971e+05,1.1715e+05,1.2545e+05,1.3598e+05,1.4853e+05,1.6333e+05,1.8064e+05,2.0072e+05,2.2383e+05,2.5025e+05
80132,80132,80132,80132,80132,80132,80132,80132,80132,80329,80440,80611,80869,81251,81803,82580,83645,85066,86922,89302,92315,96094,1.008e+05,1.0665e+05,1.1387e+05,1.2192e+05,1.3213e+05,1.443e+05,1.5864e+05,1.7542e+05,1.9489e+05,2.1728e+05,2.4287e+05
77944,77944,77944,77944,77944,77944,77944,77944,77944,78135,78243,78409,78659,79030,79566,80320,81353,82733,84535,86845,89768,93435,98006,1.0368e+05,1.1068e+05,1.1849e+05,1.2839e+05,1.4019e+05,1.541e+05,1.7036e+05,1.8922e+05,2.1092e+05,2.357e+05
75816,75816,75816,75816,75816,75816,75816,75816,75816,76001,76106,76267,76510,76870,77390,78122,79125,80464,82213,84455,87292,90850,95286,1.0079e+05,1.0758e+05,1.1515e+05,1.2476e+05,1.362e+05,1.4968e+05,1.6545e+05,1.8372e+05,2.0474e+05,2.2875e+05
73745,73745,73745,73745,73745,73745,73745,73745,73745,73926,74027,74183,74419,74769,75274,75984,76958,78258,79954,82130,84884,88337,92640,97978,1.0457e+05,1.1191e+05,1.2123e+05,1.3232e+05,1.4539e+05,1.6067e+05,1.7838e+05,1.9875e+05,2.22e+05
71732,71732,71732,71732,71732,71732,71732,71732,71732,71907,72005,72157,72386,72725,73215,73905,74850,76111,77758,79870,82542,85893,90069,95247,1.0164e+05,1.0876e+05,1.178e+05,1.2855e+05,1.4123e+05,1.5604e+05,1.732e+05,1.9293e+05,2.1545e+05
69773,69773,69773,69773,69773,69773,69773,69773,69773,69943,70038,70186,70408,70737,71213,71882,72799,74024,75622,77672,80265,83516,87568,92593,98796,1.057e+05,1.1447e+05,1.2489e+05,1.3718e+05,1.5153e+05,1.6816e+05,1.8728e+05,2.091e+05
67868,67868,67868,67868,67868,67868,67868,67868,67868,68032,68125,68268,68484,68804,69265,69915,70805,71994,73545,75534,78051,81206,85137,90012,96030,1.0273e+05,1.1123e+05,1.2134e+05,1.3325e+05,1.4716e+05,1.6327e+05,1.818e+05,2.0293e+05
66014,66014,66014,66014,66014,66014,66014,66014,66014,66174,66265,66403,66613,66923,67371,68002,68866,70019,71525,73455,75897,78959,82774,87503,93341,99839,1.0808e+05,1.1788e+05,1.2943e+05,1.4291e+05,1.5853e+05,1.7647e+05,1.9694e+05
64212,64212,64212,64212,64212,64212,64212,64212,64212,64367,64455,64589,64793,65094,65529,66141,66980,68099,69561,71434,73804,76775,80476,85064,90727,97030,1.0502e+05,1.1453e+05,1.2572e+05,1.3879e+05,1.5392e+05,1.7131e+05,1.9113e+05
62458,62458,62458,62458,62458,62458,62458,62458,62458,62609,62694,62825,63022,63314,63737,64331,65145,66232,67650,69468,71768,74651,78242,82693,88186,94299,1.0205e+05,1.1127e+05,1.2212e+05,1.3478e+05,1.4945e+05,1.6629e+05,1.8549e+05
60753,60753,60753,60753,60753,60753,60753,60753,60753,60899,60982,61109,61300,61584,61994,62570,63360,64415,65792,67556,69788,72585,76070,80388,85717,91646,99162,1.081e+05,1.1862e+05,1.3089e+05,1.451e+05,1.6142e+05,1.8002e+05
59094,59094,59094,59094,59094,59094,59094,59094,59094,59236,59316,59439,59625,59900,60298,60858,61625,62649,63985,65697,67863,70577,73958,78147,83317,89067,96356,1.0502e+05,1.1522e+05,1.2712e+05,1.4089e+05,1.5669e+05,1.7471e+05
